,Districts/Neighborhoods,Address,County,Routes Served,Name,Route,Route Type,Agency Stop ID,Lat,Lon
1346,"Central District, Leschi","Seattle, WA",King,14,31st Ave S & S Dearborn St,14 - Mount Baker - Seattle,Trolley,,47.595512,-122.292809
1347,"Central District, Leschi","Seattle, WA",King,14,31st Ave S & S Norman St,14 - Mount Baker - Seattle,Trolley,,47.593075,-122.292877
1348,"Mount Baker, Rainier Valley","Seattle, WA",King,14,31st Ave S & S Irving St,14 - Mount Baker - Seattle,Trolley,,47.590973,-122.292496
1349,"Mount Baker, Rainier Valley","Seattle, WA",King,14,31st Ave S & S Massachusetts St,14 - Mount Baker - Seattle,Trolley,,47.587872,-122.292648
1350,"Mount Baker, Rainier Valley","Seattle, WA",King,14,31st Ave S & S Plum St,14 - Mount Baker - Seattle,Trolley,,47.584957,-122.293098
1351,"Mount Baker, Rainier Valley","Seattle, WA",King,14,31st Ave S & S Walker St,14 - Mount Baker - Seattle,Trolley,,47.583424,-122.293106
1352,"Mount Baker, Rainier Valley","Seattle, WA",King,14,31st Ave S & S Lander St,14 - Mount Baker - Seattle,Trolley,,47.579422,-122.293098
1353,"Atlantic, Central District","Seattle, WA",King,14,Mt. Baker Transfer Area - Bay 3,14 - Mount Baker - Seattle,Trolley,,47.577686,-122.297073
1354,"Mount Baker, Rainier Valley","Seattle, WA",King,14,S Mcclellan St & 31st Ave S,14 - Mount Baker - Seattle,Trolley,,47.578278,-122.292496
1355,"Mount Baker, Rainier Valley","Seattle, WA",King,14,S Mcclellan St & S Mount Baker Blvd,14 - Mount Baker - Seattle,Trolley,,47.578274,-122.288712
1356,"Mount Baker, Rainier Valley","Seattle, WA",King,14,Mount Rainier Dr S & 37th Pl S,14 - Mount Baker - Seattle,Trolley,,47.576755,-122.286827
1357,"Mount Baker, Rainier Valley","Seattle, WA",King,14,Mount Rainier Dr S & S Hanford St,14 - Mount Baker - Seattle,Trolley,,47.575657,-122.284843
1358,Central Business District,"Seattle, WA",King,1,3rd Ave & Pine St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.610897,-122.338966
1359,Central Business District,"Seattle, WA",King,1,3rd Ave & Union St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.608253,-122.336548
1360,Central Business District,"Seattle, WA",King,1,3rd Ave & Marion St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.604996,-122.333572
1361,Pioneer Square,"Seattle, WA",King,1,3rd Ave & James St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.602818,-122.331581
1362,Pioneer Square,"Seattle, WA",King,1,3rd Ave S & S Main St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.600239,-122.330376
1363,International District,"Seattle, WA",King,1,S Jackson St & 5th Ave S,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.599125,-122.328041
1364,International District,"Seattle, WA",King,7,S Jackson St & Maynard Ave S,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.599117,-122.324570
1365,International District,"Seattle, WA",King,7,S Jackson St & 8th Ave S,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.599117,-122.322044
1366,International District,"Seattle, WA",King,36,12th Ave S & S Jackson St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.598652,-122.317329
1367,International District,"Seattle, WA",King,36,12th Ave S & S Weller St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.597305,-122.317329
1368,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,14th Ave S & Golf Dr S,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.592270,-122.314941
1369,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,14th Ave S & S Massachusetts St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.588184,-122.314964
1370,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,14th Ave S & S Holgate St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.586136,-122.314774
1371,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,14th Ave S & S Hill St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.584339,-122.314789
1372,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,Beacon Ave S & S Bayview St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.581291,-122.314186
1373,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,Beacon Ave S & S Lander St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.579048,-122.312096
1374,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,Beacon Ave S & S Hanford St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.575207,-122.309364
1375,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,Beacon Ave S & S Spokane St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.571568,-122.308243
1376,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,Beacon Ave S & Jefferson Community Center,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.569492,-122.307564
1377,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,Beacon Ave S & Jefferson Golf Course,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.566845,-122.306740
1378,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,Beacon Ave S & Veterans Administration Hospital,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.563332,-122.305634
1379,"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,36,Beacon Ave S & S Columbian Way,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.559273,-122.304665
1380,"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,36,Beacon Ave S & S Dawson St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.555633,-122.303558
1381,"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,36,Beacon Ave S & S Brandon St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.553501,-122.302887
1382,"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,36,Beacon Ave S & S Orcas St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.550800,-122.302101
1383,"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,36,Beacon Ave S & S Raymond St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.548771,-122.301453
1384,"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,36,Beacon Ave S & S Graham St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.546493,-122.300789
1385,"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,36,Beacon Ave S & S Holly St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.542751,-122.299637
1386,"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,36,Beacon Ave S & 27th Ave S,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.540131,-122.298286
1387,"Beacon Hill, South Beacon Hill","Seattle, WA",King,36,S Myrtle St & Beacon Ave S,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.538876,-122.295502
1388,"Beacon Hill, South Beacon Hill","Seattle, WA",King,36,S Myrtle Pl & 32nd Ave S,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.538750,-122.291283
1389,"Beacon Hill, South Beacon Hill","Seattle, WA",King,36,S Myrtle Pl & S Holly Park Dr,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.537041,-122.286278
1390,"Beacon Hill, NewHolly (Holly Park)","Seattle, WA",King,36,S Myrtle St & 39th Ave S,36 - Othello Station - Beacon Hill - Seattle,Trolley,,47.538841,-122.283524
1391,Yesler Terrace,"Seattle, WA",King,9,Boren Ave & E Yesler Way,43 - University District -  Capitol Hill - Seattle,Trolley,,47.601959,-122.317970
1392,Yesler Terrace,"Seattle, WA",King,9,Broadway & E Terrace St,43 - University District -  Capitol Hill - Seattle,Trolley,,47.605450,-122.320648
1393,First Hill,"Seattle, WA",King,9,Broadway & E Marion St,43 - University District -  Capitol Hill - Seattle,Trolley,,47.609985,-122.320663
1394,First Hill,"Seattle, WA",King,9,Broadway & E Union St,43 - University District -  Capitol Hill - Seattle,Trolley,,47.612896,-122.320679
1395,"Broadway, Capitol Hill","Seattle, WA",King,9,Broadway & E Pine St,43 - University District -  Capitol Hill - Seattle,Trolley,,47.615166,-122.320702
1396,"Broadway, Capitol Hill","Seattle, WA",King,8,E John St & Broadway E,43 - University District -  Capitol Hill - Seattle,Trolley,,47.619846,-122.320473
1397,"Broadway, Capitol Hill","Seattle, WA",King,8,E John St & 12th Ave E,43 - University District -  Capitol Hill - Seattle,Trolley,,47.619873,-122.316429
1398,"Broadway, Capitol Hill","Seattle, WA",King,8,E John St & 15th Ave E,43 - University District -  Capitol Hill - Seattle,Trolley,,47.619892,-122.313042
1399,"Capitol Hill, Stevens","Seattle, WA",King,8,E Thomas St & 16th Ave E,43 - University District -  Capitol Hill - Seattle,Trolley,,47.620426,-122.311020
1400,"Capitol Hill, Stevens","Seattle, WA",King,8,E Thomas St & 19th Ave E,43 - University District -  Capitol Hill - Seattle,Trolley,,47.620422,-122.307518
1401,"Capitol Hill, Stevens","Seattle, WA",King,8,E John St & 22nd Ave E,43 - University District -  Capitol Hill - Seattle,Trolley,,47.620144,-122.303177
1402,"Capitol Hill, Stevens","Seattle, WA",King,43,23rd Ave E & E John St,43 - University District -  Capitol Hill - Seattle,Trolley,,47.620602,-122.302399
1403,"Capitol Hill, Stevens","Seattle, WA",King,43,23rd Ave E & E Republican St,43 - University District -  Capitol Hill - Seattle,Trolley,,47.623379,-122.302361
1404,"Capitol Hill, Stevens","Seattle, WA",King,43,23rd Ave E & E Aloha St,43 - University District -  Capitol Hill - Seattle,Trolley,,47.627014,-122.302292
1405,"Capitol Hill, Stevens","Seattle, WA",King,43,24th Ave E & E Prospect St,43 - University District -  Capitol Hill - Seattle,Trolley,,47.629467,-122.301567
1406,"Capitol Hill, Stevens","Seattle, WA",King,43,24th Ave E & E Galer St,43 - University District -  Capitol Hill - Seattle,Trolley,,47.632778,-122.301514
1407,"Capitol Hill, Montlake","Seattle, WA",King,43,24th Ave E & Boyer Ave E,43 - University District -  Capitol Hill - Seattle,Trolley,,47.635048,-122.301468
1408,"Capitol Hill, Montlake","Seattle, WA",King,43,24th Ave E & E Newton St,43 - University District -  Capitol Hill - Seattle,Trolley,,47.638100,-122.301483
1409,"Capitol Hill, Montlake","Seattle, WA",King,43,24th Ave E & E Mcgraw St,43 - University District -  Capitol Hill - Seattle,Trolley,,47.640152,-122.301979
1410,"Capitol Hill, Montlake","Seattle, WA",King,43,East Montlake Pl E & E Roanoke St,43 - University District -  Capitol Hill - Seattle,Trolley,,47.643097,-122.302849
1411,"Capitol Hill, Montlake","Seattle, WA",King,43,Montlake Blvd E & SR 520,43 - University District -  Capitol Hill - Seattle,Trolley,,47.644432,-122.304230
1412,University District,"Seattle, WA",King,43,NE Pacific St & Montlake Blvd NE - Bay 2,43 - University District -  Capitol Hill - Seattle,Trolley,,47.649765,-122.305893
1413,University District,"Seattle, WA",King,44,Montlake Blvd NE & NE Pacific Pl - Bay 4,44 - Ballard - University District - UW Station,Trolley,,47.650227,-122.304420
1414,University District,"Seattle, WA",King,43,NE Pacific St & Montlake Blvd NE - Bay 2,44 - Ballard - University District - UW Station,Trolley,,47.649765,-122.305893
1415,University District,"Seattle, WA",King,44,NE Pacific St & 15th Ave NE,44 - Ballard - University District - UW Station,Trolley,,47.652206,-122.310783
1416,University District,"Seattle, WA",King,44,15th Ave NE & NE Campus Pkwy,44 - Ballard - University District - UW Station,Trolley,,47.655899,-122.311974
1417,University District,"Seattle, WA",King,44,15th Ave NE & NE 42nd St,44 - Ballard - University District - UW Station,Trolley,,47.658668,-122.311905
1418,,"Seattle, WA",King,44,NE 43rd St & Brooklyn Ave NE - Bay 1,44 - Ballard - University District - UW Station,Trolley,,47.659878,-122.314117
1419,University District,"Seattle, WA",King,44,NE 45th St & 9th Ave NE,44 - Ballard - University District - UW Station,Trolley,,47.661373,-122.318214
1420,Wallingford,"Seattle, WA",King,44,NE 45th St & Latona Ave NE,44 - Ballard - University District - UW Station,Trolley,,47.661415,-122.325386
1421,Wallingford,"Seattle, WA",King,44,N 45th St & Sunnyside Ave N,44 - Ballard - University District - UW Station,Trolley,,47.661442,-122.331238
1422,Wallingford,"Seattle, WA",King,44,N 45th St & Wallingford Ave N,44 - Ballard - University District - UW Station,Trolley,,47.661461,-122.335556
1423,Wallingford,"Seattle, WA",King,44,N 45th St & Woodlawn Ave N,44 - Ballard - University District - UW Station,Trolley,,47.661461,-122.339653
1424,Wallingford,"Seattle, WA",King,44,N 45th St & Stone Way N,44 - Ballard - University District - UW Station,Trolley,,47.661461,-122.342560
1425,Wallingford,"Seattle, WA",King,44,N 46th St & Green Lake Way N,44 - Ballard - University District - UW Station,Trolley,,47.662189,-122.345413
1426,Fremont,"Seattle, WA",King,44,Aurora Ramp & Fremont Ave N,44 - Ballard - University District - UW Station,Trolley,,47.662209,-122.349037
1427,Fremont,"Seattle, WA",King,44,N 46th St & Phinney Ave N,44 - Ballard - University District - UW Station,Trolley,,47.662212,-122.354324
1428,Phinney Ridge,"Seattle, WA",King,44,NW Market St & NW 48th St,44 - Ballard - University District - UW Station,Trolley,,47.663639,-122.357941
1429,Phinney Ridge,"Seattle, WA",King,44,NW Market St & NW 50th St,44 - Ballard - University District - UW Station,Trolley,,47.665184,-122.359619
1430,"Ballard, West Woodland","Seattle, WA",King,44,NW Market St & 3rd Ave NW,44 - Ballard - University District - UW Station,Trolley,,47.667763,-122.361328
1431,"Ballard, West Woodland","Seattle, WA",King,44,NW Market St & 5th Ave NW,44 - Ballard - University District - UW Station,Trolley,,47.668751,-122.363228
1432,"Ballard, West Woodland","Seattle, WA",King,44,NW Market St & 8th Ave NW,44 - Ballard - University District - UW Station,Trolley,,47.668735,-122.366493
1433,"Ballard, West Woodland","Seattle, WA",King,44,NW Market St & 11th Ave NW,44 - Ballard - University District - UW Station,Trolley,,47.668728,-122.371155
1434,"Adams, Ballard","Seattle, WA",King,44,NW Market St & 15th Ave NW,44 - Ballard - University District - UW Station,Trolley,,47.668735,-122.377136
1435,"Adams, Ballard","Seattle, WA",King,44,NW Market St & 20th Ave NW,44 - Ballard - University District - UW Station,Trolley,,47.668739,-122.382423
1436,"Adams, Ballard","Seattle, WA",King,17,NW Market St & Ballard Ave NW,44 - Ballard - University District - UW Station,Trolley,,47.668747,-122.386124
1437,"Adams, Ballard","Seattle, WA",King,17,NW Market St & 28th Ave NW,44 - Ballard - University District - UW Station,Trolley,,47.668724,-122.392639
1438,"Adams, Ballard","Seattle, WA",King,44,NW Market St & 30th Ave NW,44 - Ballard - University District - UW Station,Trolley,,47.668709,-122.396057
1439,"Ballard, Sunset Hill","Seattle, WA",King,44,32nd Ave NW & NW Market St,44 - Ballard - University District - UW Station,Trolley,,47.667934,-122.398415
1440,Central Business District,"Seattle, WA",King,3,Pike St & 4th Ave,49 - University District - Broadway - Seattle,Trolley,,47.610073,-122.336838
1441,Central Business District,"Seattle, WA",King,3,Pike St & 6th Ave,49 - University District - Broadway - Seattle,Trolley,,47.611034,-122.334526
1442,,"Seattle, WA",King,3,Pike St & 7th Ave,49 - University District - Broadway - Seattle,Trolley,,47.611809,-122.332687
1443,First Hill,"Seattle, WA",King,3,Pike St & Minor Ave,49 - University District - Broadway - Seattle,Trolley,,47.613785,-122.327957
1444,"Broadway, Capitol Hill","Seattle, WA",King,10,E Pine St & Summit Ave,49 - University District - Broadway - Seattle,Trolley,,47.615158,-122.324638
1445,"Broadway, Capitol Hill","Seattle, WA",King,10,E Pine St & Harvard Ave,49 - University District - Broadway - Seattle,Trolley,,47.615162,-122.321617
1446,"Broadway, Capitol Hill","Seattle, WA",King,9,Broadway E & E John St,49 - University District - Broadway - Seattle,Trolley,,47.619774,-122.320770
1447,"Broadway, Capitol Hill","Seattle, WA",King,9,Broadway E & E Harrison St,49 - University District - Broadway - Seattle,Trolley,,47.622196,-122.320816
1448,"Broadway, Capitol Hill","Seattle, WA",King,9,Broadway E & E Mercer St,49 - University District - Broadway - Seattle,Trolley,,47.624611,-122.320839
1449,"Broadway, Capitol Hill","Seattle, WA",King,49,10th Ave E & E Prospect St,49 - University District - Broadway - Seattle,Trolley,,47.628861,-122.320114
1450,"Broadway, Capitol Hill","Seattle, WA",King,49,10th Ave E & E Galer St,49 - University District - Broadway - Seattle,Trolley,,47.632214,-122.320099
1451,"Capitol Hill, Montlake","Seattle, WA",King,49,10th Ave E & E Howe St,49 - University District - Broadway - Seattle,Trolley,,47.636231,-122.319992
1452,"Capitol Hill, Montlake","Seattle, WA",King,49,10th Ave E & E Miller St,49 - University District - Broadway - Seattle,Trolley,,47.641067,-122.319969
1453,"Capitol Hill, Portage Bay","Seattle, WA",King,49,E Roanoke St & Broadway E,49 - University District - Broadway - Seattle,Trolley,,47.643261,-122.320747
1454,"Capitol Hill, Portage Bay","Seattle, WA",King,49,Harvard Ave E & E Shelby St,49 - University District - Broadway - Seattle,Trolley,,47.647171,-122.321999
1455,"Capitol Hill, Portage Bay","Seattle, WA",King,49,Harvard Ave E & Eastlake Ave E,49 - University District - Broadway - Seattle,Trolley,,47.649940,-122.321999
1456,University District,"Seattle, WA",King,49,NE Campus Pkwy & Brooklyn Ave NE - Bay 1,49 - University District - Broadway - Seattle,Trolley,,47.655922,-122.313980
1457,University District,"Seattle, WA",King,44,15th Ave NE & NE 42nd St,49 - University District - Broadway - Seattle,Trolley,,47.658668,-122.311905
1458,,"Seattle, WA",King,44,NE 43rd St & Brooklyn Ave NE - Bay 1,49 - University District - Broadway - Seattle,Trolley,,47.659878,-122.314117
1459,International District,"Seattle, WA",King,1,S Jackson St & 5th Ave S,70 - University District - Eastlake - Seattle,Trolley,,47.599266,-122.328384
1460,Pioneer Square,"Seattle, WA",King,1,Prefontaine Pl S & Yesler Way,70 - University District - Eastlake - Seattle,Trolley,,47.601658,-122.329941
1461,Central Business District,"Seattle, WA",King,1,3rd Ave & Columbia St,70 - University District - Eastlake - Seattle,Trolley,,47.604095,-122.332504
1462,Central Business District,"Seattle, WA",King,1,3rd Ave & Seneca St,70 - University District - Eastlake - Seattle,Trolley,,47.607052,-122.335213
1463,Central Business District,"Seattle, WA",King,1,3rd Ave & Pike St,70 - University District - Eastlake - Seattle,Trolley,,47.609642,-122.337585
1464,"Belltown, Denny Regrade","Seattle, WA",King,7,Virginia St & 6th Ave,70 - University District - Eastlake - Seattle,Trolley,,47.614227,-122.338394
1465,"Belltown, Denny Regrade","Seattle, WA",King,70,Virginia St & 9th Ave,70 - University District - Eastlake - Seattle,Trolley,,47.616547,-122.335388
1466,"Belltown, Denny Regrade","Seattle, WA",King,70,Fairview Ave & Denny Way,70 - University District - Eastlake - Seattle,Trolley,,47.618874,-122.334198
